"Query_number","doc_number"
1089438,72645
1089438,343362
1089438,350290
1089438,181363
1089438,86259
1089438,253189
1089438,18278
1089438,108994
1089434,247989
1089434,449975
1089434,232802
1089434,96939
1089434,481752
1089434,373255
1089434,239466
1089434,113600
1089434,26465
1089434,283333
1089434,286648
1089434,236224
1089434,345635
1089434,424302
1089434,311188
1089414,456717
1089414,8511
1089414,112058
1089414,173123
1089414,299369
1089414,300705
1089414,241672
1089414,123309
1089414,17570
1089414,361196
1089414,72989
1089414,412645
1089414,12216
1089408,374700
1089408,343880
1089408,352969
1089408,58667
1089408,260523
1089408,215398
1089408,483906
1089408,365089
1089408,40222
1089408,65264
1089408,190764
1089408,165247
1089408,218342
1089408,400120
1089408,239714
1089408,112093
1089408,103881
1089408,446699
1089408,126136
1089355,246213
1089355,318227
1089355,431478
1089355,485562
1089355,64764
1089355,109569
1089355,12647
1089355,139371
1089355,434919
1089355,487170
1089355,495542
1089355,145854
1089355,219575
1089325,149268
1089325,398276
1089325,357864
1089325,424229
1089325,196158
1089325,266686
1089325,56928
1089325,289101
1089325,200300
1089325,55771
1089325,8027
1089325,177227
1089325,340963
1089325,209147
1089325,137634
1089286,368645
1089286,433243
1089286,77093
1089286,75035
1089286,406747
1089286,254113
1089286,433795
1089286,291957
1089286,158451
1089286,481821
1089286,290605
1089286,426357
1089158,63502
1089158,167159
1089158,99339
1089158,214633
1089158,283762
1089158,290931
1089158,498723
1089158,26033
1089158,111729
1089158,170507
1089158,72466
1089158,246948
1089158,435789
1089158,444111
1089158,238754
1089158,97834
1089158,244156
1089156,490702
1089156,353102
1089156,382431
1089156,495729
1089156,132299
1089156,115083
1089156,456082
1089156,155185
1089156,341058
1089156,262791
1089156,314013
1089156,73509
1089156,358390
1089156,207918
1089156,215250
1089156,7735
1089156,371025
1089051,188047
1089051,196710
1089051,224422
1089051,459278
1089051,43090
1089051,407643
1089051,483856
1089051,64844
1089051,333460
1089051,369455
1089044,113480
1089044,157679
1089044,275560
1089044,100511
1089044,182756
1089044,451758
1089044,190358
1089044,358525
1089044,103519
1089044,135971
1089044,429887
1089043,275183
1089043,192217
1089043,170062
1089043,429473
1089043,92221
1089043,354171
1089043,232179
1089043,140099
1089043,465598
1089043,418979
1089043,341409
1089043,100205
1089043,423620
1089043,2371
1089043,392567
1089043,293685
1089043,436121
1089043,154126
1089043,353073
1089043,253350
1089043,221999
1089043,13692
1089043,274850
1089043,332722
1089043,358238
1089021,423888
1089021,487170
1089021,375172
1089021,242646
1089021,139371
1089021,318267
1089021,495542
1089021,462589
1089021,38394
1089021,449308
1089021,209349
1089021,438810
1089021,145854
1089021,327083
1089021,207772
1089021,307172
1089001,423534
1089001,112416
1089001,478855
1089001,32966
1089001,183010
1089001,318734
1089001,17982
1089001,72381
1089001,12441
1089001,295612
1089001,244880
1089001,198946
1089001,91517
1089001,471581
1089001,38647
1089001,315883
1089001,78921
1089001,269267
1089001,165191
1089001,156191
1089001,285221
1088993,251367
1088993,30775
1088993,450712
1088993,327713
1088993,320387
1088993,432925
1088993,325011
1088993,204165
1088993,495110
1088993,63000
1088993,225967
1088993,352825
1088993,202863
1088993,212422
1088993,471707
1088993,123028
1088993,143004
1088993,160380
1088993,254885
1088993,430412
1088987,37177
1088987,33455
1088987,53759
1088987,183959
1088987,28719
1088987,89304
1088987,364241
1088987,16745
1088987,220035
1088987,12275
1088987,330652
1088958,71497
1088958,475693
1088958,369518
1088958,478717
1088958,227331
1088958,167799
1088958,74122
1088958,183652
1088958,371784
1088958,113754
1088958,391521
1088958,156995
1088958,128181
1088958,468263
1088958,94204
1088958,234376
1088947,274239
1088947,166202
1088947,77081
1088947,350237
1088947,445997
1088947,341729
1088947,280813
1088947,452286
1088947,169336
1088947,52220
1088947,483498
1088947,317886
1088947,200996
1088947,396964
1088947,58603
1088938,39080
1088938,101851
1088938,164054
1088938,418120
1088938,501069
1088938,290028
1088938,448641
1088938,341729
1088938,233960
1088938,350237
1088938,169152
1088938,247008
1088938,360812
1088938,4931
1088903,416870
1088903,448173
1088903,69630
1088903,424801
1088903,60176
1088903,373491
1088903,359320
1088903,424690
1088903,212798
1088903,466117
1088903,96018
1088903,404499
1088903,88319
1088903,83574
1088903,11158
1088889,37252
1088889,283312
1088889,78028
1088889,367338
1088889,239008
1088889,60317
1088889,485124
1088889,372217
1088889,444397
1088889,348077
1088889,398081
1088884,280882
1088884,179102
1088884,325844
1088884,467054
1088884,67073
1088884,214882
1088884,78295
1088884,85298
1088884,386128
1088884,295530
1088884,178601
1088884,89387
1088884,74896
1088884,181306
1088884,82908
1088884,234747
1088884,61427
1088856,76127
1088856,324007
1088856,172860
1088856,429821
1088856,238271
1088856,357975
1088856,29847
1088856,34146
1088856,241206
1088856,351039
1088856,307351
1088856,311176
1088856,10128
1088856,310433
1088856,351266
1088856,269413
1088856,261864
1088856,425384
1088856,359104
1088856,339151
1088832,13382
1088832,491043
1088832,478733
1088832,431376
1088832,421073
1088832,101870
1088832,92712
1088832,452296
1088832,35875
1088832,468238
1088832,100821
1088832,107222
1088832,411878
1088832,174186
1088832,489132
1088832,204900
1088832,425281
1088832,88426
1088832,410272
1088832,201062
1088832,72164
1088832,234662
1101131,220189
1101131,381210
1101131,182113
1101131,337274
1101131,493796
1101131,304711
1101131,211577
1101131,340815
1101131,159895
1101131,422504
1101131,81338
1101131,492956
1101131,198751
1101131,22795
1101131,443192
1088758,17784
1088758,295602
1088758,484300
1088758,10245
1088758,189701
1088758,429921
1088758,323321
1088758,360157
1088606,443637
1088606,5752
1088606,324070
1088606,351857
1088606,67038
1088606,316349
1088606,86422
1088606,176868
1088606,98222
1088606,44163
1088606,464748
1088606,347231
1088541,485461
1088541,106693
1088541,236786
1088541,477608
1088541,18953
1088541,51581
1088541,351036
1088541,496477
1088541,225348
1088541,168241
1088541,370673
1088541,426510
1088541,205588
1088541,234691
1088541,392881
1088541,173523
1088541,436646
1088541,261496
1088475,41478
1088475,294706
1088475,57529
1088475,399915
1088475,461414
1088475,366549
1088475,372381
1088475,5801
1088475,360862
1088475,89002
1088475,400901
1088475,487657
1088475,383421
1088475,496848
1088475,422768
1088475,172981
1088475,175649
1088475,365591
1088475,491771
1088453,480023
1088453,3277
1088453,180425
1088453,398119
1088453,402739
1088453,68676
1088453,185852
1088453,166104
1088453,403452
1088453,454325
1088164,330114
1088164,288773
1088164,114122
1088164,404883
1088164,383658
1088164,483921
1088164,53249
1088164,348589
1088164,482210
1088164,301583
1088164,437895
1088164,318995
1087999,478677
1087999,222362
1087999,337219
1087999,267832
1087999,63677
1087999,400575
1087999,432144
1087999,41571
1087999,169690
1087999,95053
1087999,250800
1087999,29941
1087999,415916
1087999,493960
1087774,376023
1087774,190504
1087774,297127
1087774,211384
1087774,79679
1087774,201275
1087774,371691
1087774,108189
1087774,280433
1087774,430619
1087774,292843
1087774,173869
1087566,393660
1087566,37871
1087566,212534
1087566,68570
1087566,107551
1087566,400997
1087566,232757
1087566,132202
1087566,281501
1087566,185918
1087566,392877
1087566,496345
1087566,382708
1087566,22087
1087566,324220
1087566,174539
1087566,161619
1087566,152163
1087566,138607
1087566,155261
1087566,7889
1087492,277805
1087492,295858
1087492,408873
1087492,300865
1087492,136419
1087492,348799
1087492,292870
1087492,274180
1087492,339588
1087492,489684
1087492,49257
1087492,134310
1087492,147257
1087492,280844
1087492,446777
1087492,171751
1087492,266580
1087492,240883
1087486,438988
1087486,166919
1087486,44536
1087486,131553
1087486,323525
1087486,277041
1087486,295228
1087486,50471
1087486,456828
1087486,175048
1087486,472614
1087486,165356
1087486,311103
1087484,367346
1087484,425591
1087484,132118
1087484,88781
1087484,320976
1087484,87811
1087484,117642
1087484,367953
1087484,94859
1087484,13802
1087484,305214
1087484,248354
1087484,78051
1087484,443698
1087484,147504
1087484,463628
1087484,428519
1087425,79146
1087425,367990
1087425,251940
1087425,43945
1087425,92184
1087425,440640
1087425,467247
1087425,27834
1087425,110797
1087425,194521
1087425,44190
1087425,106705
1087425,491239
1087425,274731
1087425,39265
1087425,370040
1087425,425459
1087425,487442
1087425,149019
1087425,494979
1087425,44820
1087309,279920
1087309,500940
1087309,418197
1087309,8918
1087309,198385
1087309,147133
1087309,158452
1087309,53401
1087309,126655
1087309,479734
1087309,458877
1087309,373964
1087309,259545
1087309,86026
1087309,482753
1087309,77904
1087309,424757
1087309,179155
1087309,91921
1100986,127110
1100986,336145
1100986,251926
1100986,473688
1100986,465831
1100986,268823
1100986,430076
1100986,8351
1100986,182584
1100986,247768
1100986,277561
1100986,75856
1100986,22227
1086628,25802
1086628,217291
1086628,434672
1086628,330334
1086628,152914
1086628,98181
1086628,106527
1086628,499879
1086628,247974
1086628,387050
1086628,232748
1086628,16053
1086628,323822
1086628,265953
1100930,249704
1100930,124811
1100930,279
1100930,249406
1100930,12311
1100930,28186
1100930,498564
1100930,294919
1100930,439042
1100930,441774
1100930,271753
1100930,40880
1100930,166172
1100930,406831
1085918,469088
1085918,163379
1085918,333764
1085918,218720
1085918,26848
1085918,497289
1085918,236216
1085918,420136
1085918,157689
1085918,471839
1085918,10816
1085918,499259
1085918,303895
1085918,378556
1085918,333022
1085918,141071
1085918,28666
1085918,385146
1085918,466652
1085918,117282
1085812,169573
1085812,400665
1085812,363699
1085812,458810
1085812,36922
1085812,225220
1085812,130917
1085812,347424
1085812,311659
1085812,157786
1085812,471856
1085812,233806
1085812,287891
1085812,103142
1085812,347795
1085812,216703
1085812,191313
1085812,43772
1085812,230503
1085812,77001
1085812,372569
1085812,109291
1085762,454940
1085762,118165
1085762,319199
1085762,359249
1085762,376253
1085762,468784
1085762,67553
1085762,443791
1085762,371527
1085762,5371
1085762,222162
1085762,253359
1085762,205318
1085762,197437
1085762,68461
1100852,382288
1100852,55330
1100852,294424
1100852,419221
1100852,62500
1100852,55169
1100852,200439
1100852,468559
1100852,235492
1100852,170622
1100852,243521
1100852,191890
1100852,384077
1100852,183474
1100852,112442
1100852,401744
1085510,200307
1085510,181407
1085510,206561
1085510,83487
1085510,391395
1085510,462416
1085510,79610
1085510,485477
1085510,34782
1085510,1575
1085510,423992
1085510,125755
1085510,106781
1085421,466041
1085421,258447
1085421,291663
1085421,258086
1085421,175344
1085421,116850
1085421,418507
1085421,267355
1085421,201217
1085421,425488
1085421,357480
1085421,141716
1085421,357378
1085421,430867
1100816,187612
1100816,363823
1100816,391523
1100816,480684
1100816,49781
1100816,217196
1100816,111373
1100816,204544
1100816,298320
1100816,350464
1100816,144500
1100816,97146
1100816,234630
1100816,66520
1100816,391054
1084192,422318
1084192,247309
1084192,113553
1084192,63033
1084192,39517
1084192,112983
1084192,232190
1084192,284797
1084192,16636
1084192,17806
1083831,111116
1083831,497765
1083831,235641
1083831,229336
1083831,84504
1083831,52527
1083831,341035
1083831,110029
1083831,86417
1083831,432461
1083831,463628
1083831,221330
1083831,275065
1083831,323673
1083831,474708
1083831,107475
1083831,187591
1083831,94709
1083831,72074
1100634,223109
1100634,159748
1100634,258087
1100634,291388
1100634,375992
1100634,301251
1100634,328609
1100634,81871
1100634,72007
1100634,54176
1100634,287925
1100634,455035
1100634,173084
1100634,195440
1100634,318415
1100634,158624
1100634,118067
1100634,290278
1100634,40428
1080950,217898
1080950,142842
1080950,197129
1080950,121146
1080950,217764
1080950,312435
1080950,394461
1080950,493799
1080950,211354
1080950,142924
1080950,388007
1080950,92100
1080950,309229
1080950,81246
1080950,173914
1080950,205540
1100533,487170
1100533,154740
1100533,422418
1100533,122725
1100533,358113
1100533,215455
1100533,489807
1100533,487786
1100533,288341
1100533,105277
1100533,416049
1100533,376690
1100533,93594
1080031,322543
1080031,38182
1080031,413097
1080031,233272
1080031,180491
1080031,329873
1080031,480215
1080031,375612
1080031,234937
1080031,28430
1080031,87887
1080031,348800
1080031,407043
1102240,155906
1102240,213790
1102240,224136
1102240,17567
1102240,312236
1102240,360394
1102240,112360
1102240,113778
1102240,138490
1102240,333613
1102240,202728
1102240,297022
1102240,81193
1102240,319898
1102240,302930
1078765,171185
1078765,117670
1078765,373931
1078765,52121
1078765,343353
1078765,188356
1078765,165388
1078765,466925
1078765,165095
1078765,3054
1078765,164816
1078765,406577
1078765,217943
1078765,80086
1078765,473567
1078765,274164
1078765,69825
1078765,338938
1077002,318268
1077002,66927
1077002,343097
1077002,229820
1077002,71359
1077002,77652
1077002,238071
1077002,66572
1077002,83287
1077002,132126
1077002,126191
1077002,132694
1077002,473090
1077002,15494
1077002,162034
1077002,296876
1077002,868
1077002,356023
1077002,425191
1077002,311110
1077002,48274
1077002,107918
1077002,331154
1077002,330005
1077002,145952
1077002,458265
1077002,405244
1100499,226801
1100499,437454
1100499,126276
1100499,482812
1100499,365930
1100499,452389
1100499,389676
1100499,291228
1100499,296638
1100499,185855
1100499,213419
1100499,171961
1100499,400227
1100499,192508
1075608,351078
1075608,115127
1075608,434224
1075608,348048
1075608,487966
1075608,401322
1075608,225923
1075608,427010
1075608,397131
1075608,424893
1075608,409036
1075608,157748
1075608,483847
1075608,128936
1075608,262370
1075608,429826
1075608,11451
1075608,331779
1075608,360692
1100438,125209
1100438,320216
1100438,457702
1100438,271109
1100438,322983
1100438,369948
1100438,122554
1100438,275880
1100403,373300
1100403,60297
1100403,312165
1100403,482557
1100403,187050
1100403,491317
1100403,223637
1100403,168292
1100403,390195
1100403,79190
1100403,12486
1100403,501007
1100403,498564
1100403,447985
1100403,294919
1100403,185052
1100403,439042
1100403,441774
1100403,271753
1064961,255704
1064961,267717
1064961,314566
1064961,483103
1064961,33282
1064961,384426
1064961,251188
1064961,100206
1064961,270567
1064961,36919
1064961,125993
1064961,1606
1064808,95523
1064808,131555
1064808,81868
1064808,458427
1064808,299682
1064808,251091
1064808,225237
1064808,21030
1064808,192602
1064808,455405
1064808,78191
1064808,344543
1064808,400113
1064808,496539
1064808,459391
1064808,130332
1064808,382129
1064808,162419
1064808,115004
1064808,177087
1064206,236532
1064206,24269
1064206,109127
1064206,186550
1064206,400145
1064206,47820
1064206,246684
1064206,278437
1064206,339491
1064206,377705
1064206,466592
1064206,166212
1064206,490099
1064206,131257
1064206,168206
1064206,412635
1064206,65852
1064206,87083
1063758,368206
1063758,143847
1063758,186376
1063758,272110
1063758,286464
1063758,151577
1063758,270420
1063758,97311
1063758,33312
1063758,27513
1063758,414219
1063758,437335
1063758,250763
1063758,97109
1100370,271597
1100370,362927
1100370,415343
1100370,133797
1100370,420300
1100370,499714
1100370,187406
1100370,306325
1100370,310193
1100370,418614
1100370,72585
1100370,430260
1100370,74737
1100370,287104
1062687,167091
1062687,799
1062687,58739
1062687,399042
1062687,121779
1062687,458961
1062687,113600
1062687,2454
1062687,199375
1062687,287103
1062687,55326
1062223,496539
1062223,130332
1062223,382129
1062223,162419
1062223,115004
1062223,177087
1062223,270102
1062223,193329
1062223,171421
1060040,25719
1060040,396808
1060040,41877
1060040,473119
1060040,44564
1060040,81801
1060040,240329
1060040,70395
1060040,240857
1060040,104987
1060040,229718
1060040,334721
1060040,416541
1060040,435129
1060040,299011
1060040,157343
1060040,411064
1060040,203084
1059077,438014
1059077,97922
1059077,136108
1059077,12563
1059077,463707
1059077,37644
1059077,365627
1059077,198962
1059077,257379
1059077,237101
1059077,90538
1059077,103407
1059077,294092
1059077,89954
1059077,81523
1059077,275909
1058952,458358
1058952,485240
1058952,475327
1058952,16023
1058952,369570
1058952,147348
1058952,192611
1058952,374923
1058952,83662
1058952,492055
1058952,130615
1100308,95724
1100308,65672
1100308,419019
1100308,226996
1100308,398713
1100308,319004
1100308,459703
1100308,207973
1100308,272295
1100308,71770
1100308,436600
1100308,323665
1058515,230727
1058515,386455
1058515,366075
1058515,86286
1058515,461686
1058515,19852
1058515,204737
1058515,384880
1058515,221689
1058515,433677
1058515,471287
1058515,241275
1058515,317021
1058515,117073
1058515,92942
1058515,2995
1058515,217945
1058515,399019
1058515,478667
1058515,344691
1058515,143700
1058470,368009
1058470,500738
1058470,160161
1058470,435661
1058470,402399
1058470,90302
1058470,496539
1058470,130332
1058470,382129
1058470,162419
1058470,115004
1058470,177087
1058470,270102
1058141,93099
1058141,404702
1058141,259477
1058141,187962
1058141,122927
1058141,401220
1058141,168641
1058141,138827
1058141,498830
1058141,292805
1058141,108865
1058141,209461
1058141,322115
1058141,303090
1058141,35475
1058141,420587
1058141,353757
1058141,209056
1058141,179533
1058141,288960
1058141,273912
1057937,162429
1057937,473087
1057937,134286
1057937,490821
1057937,447955
1057937,121146
1057937,346742
1057937,216122
1057937,6554
1057937,203799
1057937,343979
1057937,408178
1057937,320990
1057937,408799
1057937,246252
1057937,271648
1057937,335572
1057937,61457
1057937,234410
1057937,67022
1057937,371419
1057937,222415
1057937,282597
1057937,222720
1057708,442445
1057708,64102
1057708,237940
1057708,355353
1057708,497120
1057708,104432
1057708,418933
1057708,159896
1057708,286700
1057708,145121
1057708,275279
1057708,134069
1057708,35018
1057708,297484
1057708,415704
1057708,284509
1056211,184810
1056211,233495
1056211,405754
1056211,195880
1056211,357109
1056211,249422
1056211,221291
1056211,491544
1056211,148647
1056211,117556
1056211,81157
1056211,26157
1056211,345525
1056163,483155
1056163,494929
1056163,124982
1056163,146982
1056163,371405
1056163,367595
1056163,499231
1056163,290284
1056163,34838
1056163,496539
1056163,130332
1056163,382129
1056163,162419
1056163,115004
1056163,177087
1056163,270102
1056060,481104
1056060,154543
1056060,27908
1056060,322280
1056060,313033
1056060,51561
1056060,411652
1056060,121769
1056060,379840
1056060,155761
1056060,123815
1056060,35539
1056060,496539
1056060,130332
1056060,382129
1056060,162419
1055505,272508
1055505,217381
1055505,269010
1055505,471662
1055505,451457
1055505,161335
1055505,240890
1055505,42792
1055505,358743
1054438,209705
1054438,468227
1054438,241518
1054438,208586
1054438,230605
1054438,367143
1054438,194170
1054438,201541
1054438,311195
1054438,499354
1054438,458652
1054438,77104
1102206,368032
1102206,356338
1102206,339814
1102206,49211
1102206,297479
1102206,256359
1102206,445742
1102206,307187
1102206,129529
1102206,430436
1102206,38855
1102206,136999
1102206,416773
1102206,438008
1102206,480625
1051942,406592
1051942,24764
1051942,409922
1051942,430587
1051942,204341
1051942,335956
1051942,63374
1051942,436442
1051942,107579
1051942,341726
1051942,410912
1051902,173639
1051902,239131
1051902,183107
1051902,73805
1051902,266646
1051902,257510
1051902,71970
1051902,347638
1051902,358942
1051902,160370
1051902,500773
1051902,334322
1051902,335807
1051902,13182
1051902,79866
1051808,237587
1051808,142125
1051808,47980
1051808,232392
1051808,291662
1051808,358546
1051808,455845
1051808,481972
1051808,479574
1051808,137960
1051808,194764
1051808,462762
1051808,297647
1051808,32899
1051808,156471
1051530,493723
1051530,250918
1051530,458807
1051530,379519
1051530,487063
1051530,156192
1051530,445530
1051530,298868
1051530,422894
1051530,66266
1051530,405653
1051530,95644
1051530,444937
1051530,130913
1051530,48017
1051530,211491
1051530,70531
1051520,353472
1051520,83479
1051520,182977
1051520,1164
1051520,255627
1051520,383359
1051520,95539
1051520,341816
1051520,246689
1051520,144444
1051520,38181
1051520,31800
1051520,425419
1100190,188104
1100190,430059
1100190,225879
1100190,460653
1100190,135844
1100190,227264
1100190,112658
1100190,109207
1100190,16341
1100190,172485
1100190,142288
1100190,300901
1100190,362440
1100190,490915
1100190,322614
1100190,108663
1100190,105331
1051229,264241
1051229,304084
1051229,491627
1051229,154970
1051229,498835
1051229,441771
1051229,111976
1051229,28176
1051229,353092
1051229,138202
1051229,31842
1051223,259816
1051223,271904
1051223,372778
1051223,41611
1051223,81592
1051223,155508
1051223,265016
1051223,378462
1051223,239233
1051223,207951
1051223,63076
1051223,32032
1051223,388638
1051223,421940
1051223,315103
1051214,309581
1051214,370914
1051214,262746
1051214,353402
1051214,328541
1051214,356270
1051214,123447
1051214,417264
1051214,325655
1051214,494544
1051214,334562
1051214,175703
1051214,381380
1051214,69796
1100188,109569
1100188,12647
1100188,207552
1100188,139164
1100188,410479
1100188,241482
1100188,493019
1100188,362594
1100188,142025
1100188,28021
1100188,77137
1100188,414250
1100188,246213
1100188,201472
1051112,3841
1051112,135314
1051112,189074
1051112,270595
1051112,464155
1051112,313312
1051112,91414
1051112,79735
1051112,379097
1051112,150930
1051112,285706
1051112,72223
1051112,35313
1051112,248606
1051112,347052
1051112,196876
1051112,86768
1051112,328304
1051112,271824
1051112,359425
1051112,188600
1100173,339312
1100173,217898
1100173,208288
1100173,115023
1100173,168813
1100173,477837
1100173,256472
1100173,64635
1100173,55692
1100173,278085
1100173,421126
1100173,223149
1100173,466157
1100173,336327
1100173,36148
1100173,399172
1100173,173728
1100173,492924
1100173,151053
1100173,73476
1049791,496539
1049791,130332
1049791,382129
1049791,162419
1049791,115004
1049791,177087
1049791,270102
1049791,193329
1049791,171421
1100168,160457
1100168,57657
1100168,469372
1100168,276914
1100168,382683
1100168,62329
1100168,466206
1100168,458906
1100168,263805
1100168,445204
1100168,355704
1100168,236063
1100168,100200
1100168,201088
1100168,152595
1100168,333432
1100168,389807
1100168,150252
1100168,133103
1100167,353777
1100167,44139
1100167,155517
1100167,229835
1100167,173332
1100167,201792
1100167,300226
1100167,420254
1100167,185303
1100167,458980
1100167,474270
1100167,146469
1048303,112357
1048303,414348
1048303,84522
1048303,493379
1048303,220991
1048303,39403
1048303,178118
1048303,380191
1048303,206074
1048303,44377
1048303,260934
1048303,100316
1048303,377543
1048303,320042
1048303,36348
1048303,391714
1048303,78274
1048303,132639
1048303,411979
1048303,138473
1048303,30890
1048303,37241
1048303,197688
1048303,171560
1048303,379715
1048282,486356
1048282,412033
1048282,283541
1048282,250688
1048282,151516
1048282,435806
1048282,496539
1048282,130332
1048282,382129
1048282,162419
1048282,115004
1048282,177087
1048282,270102
1048282,193329
1100151,35931
1100151,417541
1100151,421128
1100151,370916
1100151,292737
1100151,273125
1100151,15748
1100151,83100
1100151,37213
1100151,157537
1100151,288041
1100151,240984
1100151,414019
1100151,404469
1048185,137427
1048185,332588
1048185,193266
1048185,1325
1048185,403937
1048185,501015
1048185,93414
1048185,420581
1048185,170132
1048185,51990
1048185,338628
1048185,244648
1048185,352834
1048185,496539
1048185,130332
1048185,382129
1048185,162419
1047917,182937
1047917,310760
1047917,460478
1047917,26577
1047917,338280
1047917,259373
1047917,190550
1047917,40439
1047917,304556
1047917,185053
1047917,330994
1047917,1719
1047917,436498
1047917,372697
1047917,19431
1047917,366284
1047917,282079
1047917,45936
1047917,117193
1047738,281966
1047738,94189
1047738,229371
1047738,108116
1047738,344747
1047738,499610
1047738,1543
1047738,391470
1047738,489417
1047738,348486
1047738,400142
1047738,99049
1047738,445001
1047738,51328
1047738,429678
1047738,356073
1047738,416875
1047738,320403
1047738,291052
1047700,454928
1047700,456612
1047700,329344
1047700,12492
1047700,342364
1047700,113830
1047700,212593
1047700,399274
1047700,208424
1047700,365302
1047700,318948
1047700,128166
1047700,346366
1047700,107554
1047700,161870
1047700,255653
1047642,89421
1047642,496539
1047642,130332
1047642,382129
1047642,162419
1047642,115004
1047642,177087
1047642,270102
1047642,193329
1047642,171421
1047629,364418
1047629,433697
1047629,65066
1047629,141936
1047629,423516
1047629,202731
1047629,114621
1047629,242749
1047629,34340
1047629,275722
1047629,165040
1047629,142629
1047629,241714
1047629,140114
1047629,397416
1047629,350793
1047548,382566
1047548,276966
1047548,275157
1047548,281624
1047548,290490
1047548,181416
1047548,467168
1047548,334130
1047548,423087
1047548,443574
1047548,379312
